image,Categorie_1,Categorie_2,product_url,product_name_cleaned,product_name_cleaned_lemma,product_name_cleaned_stemed,Categorie_1_cleaned,Categorie_1_cleaned_lemma,Categorie_1_cleaned_stemed,Categorie_2_cleaned,Categorie_2_cleaned_lemma,Categorie_2_cleaned_stemed,brand_cleaned,brand_cleaned_lemma,brand_cleaned_stemed,description_cleaned,description_cleaned_lemma,description_cleaned_stemed,product_specifications_cleaned,product_specifications_cleaned_lemma,product_specifications_cleaned_stemed
c6f4475e2385cc16ce83f21f975614b3.jpg,Baby Care,Infant Wear,http://www.flipkart.com/rute-baby-girl-s-sleepsuit/p/itmeff83aeyjtgca?pid=BOLEFF83BGCR5QY9, rute   baby   girl    sleepsuit ,rute baby girl sleepsuit,rute babi girl sleepsuit, baby   care ,baby care,babi care, infant   wear ,infant wear,infant wear, rute ,rute,rute, key         rute   baby   girl    sleepsuit   fabric     cotton   brand        pink rute   baby   girl    sleepsuit                 rute   pink   embroidered   cotton   sleepsuit       rute   baby   girl    sleepsuit   general   details   ideal      baby   girl    age   group             month   pattern   embroidered   fabric   cotton   neck   round   neck   sleeve   full   sleeve   bootie   yes   hood      closure   snap   buttons   number      contents      sales   package   pack          fabric   care   wash      similar   colors     use   detergent      colors   dimensions   length   full         box       sleepsuit ,key rute baby girl sleepsuit fabric cotton brand pink rute baby girl sleepsuit rute pink embroidered cotton sleepsuit rute baby girl sleepsuit general detail ideal baby girl age group month pattern embroidered fabric cotton neck round neck sleeve full sleeve bootie yes hood closure snap button number content sale package pack fabric care wash similar color use detergent color dimension length full box sleepsuit,key rute babi girl sleepsuit fabric cotton brand pink rute babi girl sleepsuit rute pink embroid cotton sleepsuit rute babi girl sleepsuit gener detail ideal babi girl age group month pattern embroid fabric cotton neck round neck sleev full sleev booti ye hood closur snap button number content sale packag pack fabric care wash similar color use deterg color dimens length full box sleepsuit,                                                          baby   girl                        age   group                                month                      pattern                      embroidered                      fabric                      cotton                      neck                      round   neck                      sleeve                      full   sleeve                      bootie                                            hood                                            closure                         buttons                                                           pack                             wash      similar   colors     use   detergent      colors                      length                      full                             ,baby girl age group month pattern embroidered fabric cotton neck round neck sleeve full sleeve bootie hood closure button pack wash similar color use detergent color length full,babi girl age group month pattern embroid fabric cotton neck round neck sleev full sleev booti hood closur button pack wash similar color use deterg color length full
2231a6fc63274c46043e353f1728f077.jpg,Home Furnishing,Tidy Home Furnishing,http://www.flipkart.com/tidy-printed-cushions-cover/p/itmejmn3zwdtzrfh?pid=CPCEJMN3AN4RQPX4, tidy   printed   cushions   cover ,tidy printed cushion cover,tidi print cushion cover, home   furnishing ,home furnishing,home furnish, tidy   home   furnishing ,tidy home furnishing,tidi home furnish, tidy ,tidy,tidi, key         tidy   printed   cushions   cover         pure   cotton   high   quality   excellent   design       tidy   printed   cushions   cover     pack                          multicolor     general   brand   tidy   suitable      cushions   design   code      type   square   material   cotton   style   code      pattern   printed      multicolor   dimensions   height       inch            width       inch            fabric   care   gentle   wash         box   number      contents      sales   package   pack          sales   package   cushion   pillow   cover ,key tidy printed cushion cover pure cotton high quality excellent design tidy printed cushion cover pack multicolor general brand tidy suitable cushion design code type square material cotton style code pattern printed multicolor dimension height inch width inch fabric care gentle wash box number content sale package pack sale package cushion pillow cover,key tidi print cushion cover pure cotton high qualiti excel design tidi print cushion cover pack multicolor gener brand tidi suitabl cushion design code type squar materi cotton style code pattern print multicolor dimens height inch width inch fabric care gentl wash box number content sale packag pack sale packag cushion pillow cover,                                                                             suitable                         cushions                      design   code                                                                  square                                            cotton                      style   code                                            pattern                      printed                                            multicolor                      height                          inch                                                         inch                               gentle   wash                                                           pack                                                      cushion   pillow   cover   ,suitable cushion design code square cotton style code pattern printed multicolor height inch inch gentle wash pack cushion pillow cover,suitabl cushion design code squar cotton style code pattern print multicolor height inch inch gentl wash pack cushion pillow cover
cc24426f00c1cf9ae0bf76e8bd23c336.jpg,Home Furnishing,Bed Linen,http://www.flipkart.com/jbc-collection-cotton-printed-single-bedsheet/p/itmejj7cgwgrcdhu?pid=BDSEJJ7CDYYK8V8Y, jbc   collection   cotton   printed   single   bedsheet ,jbc collection cotton printed single bedsheet,jbc collect cotton print singl bedsheet, home   furnishing ,home furnishing,home furnish, bed   linen ,bed linen,bed linen, jbc   collection ,jbc collection,jbc collect, key            collection   cotton   printed   single   bedsheet   single   bedsheet   without   pillow   cover         pure      printed   bedsheet   size             collection   cotton   printed   single   bedsheet         bedsheet     multicolor     general   brand      collection   type   fitted     flat   model   name   cotton   single   bedsheet   without   pillow   cover   material   cotton   model   id        fabric   care   machine   wash           bleach   size   single      multicolor   dimensions   flat   sheet   width       inch            fitted   sheet   width          fitted   sheet   depth          fitted   sheet   length          flat   sheet   depth          flat   sheet   length       inch                  box   number      contents      sales   package       sales   package       bedsheet ,key collection cotton printed single bedsheet single bedsheet without pillow cover pure printed bedsheet size collection cotton printed single bedsheet bedsheet multicolor general brand collection type fitted flat model name cotton single bedsheet without pillow cover material cotton model id fabric care machine wash bleach size single multicolor dimension flat sheet width inch fitted sheet width fitted sheet depth fitted sheet length flat sheet depth flat sheet length inch box number content sale package sale package bedsheet,key collect cotton print singl bedsheet singl bedsheet without pillow cover pure print bedsheet size collect cotton print singl bedsheet bedsheet multicolor gener brand collect type fit flat model name cotton singl bedsheet without pillow cover materi cotton model id fabric care machin wash bleach size singl multicolor dimens flat sheet width inch fit sheet width fit sheet depth fit sheet length flat sheet depth flat sheet length inch box number content sale packag sale packag bedsheet,                                                          collection                                            fitted      flat                         name                      cotton   single   bedsheet   without   pillow   cover                                            cotton                         id                                              fabric   care                      machine   wash           bleach                      size                      single                                            multicolor                      flat   sheet                             inch                               fitted   sheet                                                   fitted   sheet   depth                                                fitted   sheet   length                                                flat   sheet   depth                                                flat   sheet   length                          inch                                                                                                                        bedsheet   ,collection fitted flat name cotton single bedsheet without pillow cover cotton id fabric care machine wash bleach size single multicolor flat sheet inch fitted sheet fitted sheet depth fitted sheet length flat sheet depth flat sheet length inch bedsheet,collect fit flat name cotton singl bedsheet without pillow cover cotton id fabric care machin wash bleach size singl multicolor flat sheet inch fit sheet fit sheet depth fit sheet length flat sheet depth flat sheet length inch bedsheet
d8ef80a8ba345dedc9f944cf21201988.jpg,Computers,Laptop Accessories,http://www.flipkart.com/hako-45w-magsafe-laptop-charger-apple-macbook-air-13-mb003ja-45-adapter/p/itmej6tefjgydbz2?pid=ACCEJ6TE5XZANPB5, hako   45w   magsafe   laptop   charger      apple   macbook   air       mb003ja       adapter ,hako 45w magsafe laptop charger apple macbook air mb003ja adapter,hako 45w magsaf laptop charger appl macbook air mb003ja adapt, computers ,computer,comput, laptop   accessories ,laptop accessory,laptop accessori, hako ,hako,hako, key         hako   45w   magsafe   laptop   charger      apple   macbook   air       mb003ja       adapter   designed        apple   macbook   air             magsafe hako   45w   magsafe   laptop   charger      apple   macbook   air       mb003ja       adapter                   hako   laptop   adapters   come      high   quality   certification         compatible         brands        adapters            protection         protect      laptop      adapters   come         warranty             hako   45w   magsafe   laptop   charger      apple   macbook   air       mb003ja       adapter   general   brand   hako   designed      apple   macbook   air             magsafe   sales   package       laptop   adapter   model   name   apple   macbook   air             magsafe   model   id   45w   magsafe   laptop   charger      apple   macbook   air       mb003ja   power   power   consumption               warranty   covered      warranty   manufacturing   defects      warranty   summary       year   warranty   warranty   service   type            warranty   customer   needs      contact   seller                            nearest   service   center             service   center         available            area         needs      courier      product      seller            replace      product      send      courier      covered      warranty         damage            covered      warranty ,key hako 45w magsafe laptop charger apple macbook air mb003ja adapter designed apple macbook air magsafe hako 45w magsafe laptop charger apple macbook air mb003ja adapter hako laptop adapter come high quality certification compatible brand adapter protection protect laptop adapter come warranty hako 45w magsafe laptop charger apple macbook air mb003ja adapter general brand hako designed apple macbook air magsafe sale package laptop adapter model name apple macbook air magsafe model id 45w magsafe laptop charger apple macbook air mb003ja power power consumption warranty covered warranty manufacturing defect warranty summary year warranty warranty service type warranty customer need contact seller nearest service center service center available area need courier product seller replace product send courier covered warranty damage covered warranty,key hako 45w magsaf laptop charger appl macbook air mb003ja adapt design appl macbook air magsaf hako 45w magsaf laptop charger appl macbook air mb003ja adapt hako laptop adapt come high qualiti certif compat brand adapt protect protect laptop adapt come warranti hako 45w magsaf laptop charger appl macbook air mb003ja adapt gener brand hako design appl macbook air magsaf sale packag laptop adapt model name appl macbook air magsaf model id 45w magsaf laptop charger appl macbook air mb003ja power power consumpt warranti cover warranti manufactur defect warranti summari year warranti warranti servic type warranti custom need contact seller nearest servic center servic center avail area need courier product seller replac product send courier cover warranti damag cover warranti,                                                                             designed                         apple   macbook   air                 magsafe                                                   laptop   adapter                         name                      apple   macbook   air                 magsafe                         id                         magsafe   laptop   charger      apple   macbook   air                             power   consumption                                                      covered                            manufacturing   defects                            summary                          year                            service                            claim         customer   needs      contact   seller                   guided         nearest   service   center             service   center         available            area         needs      courier            seller                        send   via   courier                         covered                                  damage            covered         ,designed apple macbook air magsafe laptop adapter name apple macbook air magsafe id magsafe laptop charger apple macbook air power consumption covered manufacturing defect summary year service claim customer need contact seller guided nearest service center service center available area need courier seller send via courier covered damage covered,design appl macbook air magsaf laptop adapt name appl macbook air magsaf id magsaf laptop charger appl macbook air power consumpt cover manufactur defect summari year servic claim custom need contact seller guid nearest servic center servic center avail area need courier seller send via courier cover damag cover
d7fded8e211b3033e424fb450b97caec.jpg,Computers,Laptop Accessories,http://www.flipkart.com/hako-85w-magsafe-laptop-charger-apple-macbook-pro-17-ma897lla-85-adapter/p/itmej6tfhgsazcqn?pid=ACCEJ6TFUBHAYTM8, hako   85w   magsafe   laptop   charger      apple   macbook   pro       ma897lla       adapter ,hako 85w magsafe laptop charger apple macbook pro ma897lla adapter,hako 85w magsaf laptop charger appl macbook pro ma897lla adapt, computers ,computer,comput, laptop   accessories ,laptop accessory,laptop accessori, hako ,hako,hako, key         hako   85w   magsafe   laptop   charger      apple   macbook   pro       ma897lla       adapter   designed        apple   macbook   pro             magsafe hako   85w   magsafe   laptop   charger      apple   macbook   pro       ma897lla       adapter                   hako   laptop   adapters   come      high   quality   certification         compatible         brands        adapters            protection         protect      laptop      adapters   come         warranty             hako   85w   magsafe   laptop   charger      apple   macbook   pro       ma897lla       adapter   general   brand   hako   designed      apple   macbook   pro             magsafe   sales   package       laptop   adapter   model   name   apple   macbook   pro             magsafe   model   id   85w   magsafe   laptop   charger      apple   macbook   pro       ma897lla   power   power   consumption               warranty   covered      warranty   manufacturing   defects      warranty   summary       year   warranty   warranty   service   type            warranty   customer   needs      contact   seller                            nearest   service   center             service   center         available            area         needs      courier      product      seller            replace      product      send      courier      covered      warranty         damage            covered      warranty ,key hako 85w magsafe laptop charger apple macbook pro ma897lla adapter designed apple macbook pro magsafe hako 85w magsafe laptop charger apple macbook pro ma897lla adapter hako laptop adapter come high quality certification compatible brand adapter protection protect laptop adapter come warranty hako 85w magsafe laptop charger apple macbook pro ma897lla adapter general brand hako designed apple macbook pro magsafe sale package laptop adapter model name apple macbook pro magsafe model id 85w magsafe laptop charger apple macbook pro ma897lla power power consumption warranty covered warranty manufacturing defect warranty summary year warranty warranty service type warranty customer need contact seller nearest service center service center available area need courier product seller replace product send courier covered warranty damage covered warranty,key hako 85w magsaf laptop charger appl macbook pro ma897lla adapt design appl macbook pro magsaf hako 85w magsaf laptop charger appl macbook pro ma897lla adapt hako laptop adapt come high qualiti certif compat brand adapt protect protect laptop adapt come warranti hako 85w magsaf laptop charger appl macbook pro ma897lla adapt gener brand hako design appl macbook pro magsaf sale packag laptop adapt model name appl macbook pro magsaf model id 85w magsaf laptop charger appl macbook pro ma897lla power power consumpt warranti cover warranti manufactur defect warranti summari year warranti warranti servic type warranti custom need contact seller nearest servic center servic center avail area need courier product seller replac product send courier cover warranti damag cover warranti,                                                                             designed                         apple   macbook   pro                 magsafe                                                   laptop   adapter                         name                      apple   macbook   pro                 magsafe                         id                         magsafe   laptop   charger      apple   macbook   pro                             power   consumption                                                      covered                            manufacturing   defects                            summary                          year                            service                            claim         customer   needs      contact   seller                   guided         nearest   service   center             service   center         available            area         needs      courier            seller                        send   via   courier                         covered                                  damage            covered         ,designed apple macbook pro magsafe laptop adapter name apple macbook pro magsafe id magsafe laptop charger apple macbook pro power consumption covered manufacturing defect summary year service claim customer need contact seller guided nearest service center service center available area need courier seller send via courier covered damage covered,design appl macbook pro magsaf laptop adapt name appl macbook pro magsaf id magsaf laptop charger appl macbook pro power consumpt cover manufactur defect summari year servic claim custom need contact seller guid nearest servic center servic center avail area need courier seller send via courier cover damag cover
8e961e4fd248c9496ca54808d2d2b25f.jpg,Computers,Laptop Accessories,http://www.flipkart.com/hako-60w-magsafe-laptop-charger-apple-macbook-pro13-mb990xa-60-adapter/p/itmej6tergf594ap?pid=ACCEJ6TES5HRPFTG, hako   60w   magsafe   laptop   charger      apple   macbook   pro13   mb990xa       adapter ,hako 60w magsafe laptop charger apple macbook pro13 mb990xa adapter,hako 60w magsaf laptop charger appl macbook pro13 mb990xa adapt, computers ,computer,comput, laptop   accessories ,laptop accessory,laptop accessori, hako ,hako,hako, key         hako   60w   magsafe   laptop   charger      apple   macbook   pro13   mb990xa       adapter   designed        apple   macbook   pro13         magsafe hako   60w   magsafe   laptop   charger      apple   macbook   pro13   mb990xa       adapter                   hako   laptop   adapters   come      high   quality   certification         compatible         brands        adapters            protection         protect      laptop      adapters   come         warranty             hako   60w   magsafe   laptop   charger      apple   macbook   pro13   mb990xa       adapter   general   brand   hako   designed      apple   macbook   pro13         magsafe   sales   package       laptop   adapter   model   name   apple   macbook   pro13         magsafe   model   id   60w   magsafe   laptop   charger      apple   macbook   pro13   mb990xa   power   power   consumption               warranty   covered      warranty   manufacturing   defects      warranty   summary       year   warranty   warranty   service   type            warranty   customer   needs      contact   seller                            nearest   service   center             service   center         available            area         needs      courier      product      seller            replace      product      send      courier      covered      warranty         damage            covered      warranty ,key hako 60w magsafe laptop charger apple macbook pro13 mb990xa adapter designed apple macbook pro13 magsafe hako 60w magsafe laptop charger apple macbook pro13 mb990xa adapter hako laptop adapter come high quality certification compatible brand adapter protection protect laptop adapter come warranty hako 60w magsafe laptop charger apple macbook pro13 mb990xa adapter general brand hako designed apple macbook pro13 magsafe sale package laptop adapter model name apple macbook pro13 magsafe model id 60w magsafe laptop charger apple macbook pro13 mb990xa power power consumption warranty covered warranty manufacturing defect warranty summary year warranty warranty service type warranty customer need contact seller nearest service center service center available area need courier product seller replace product send courier covered warranty damage covered warranty,key hako 60w magsaf laptop charger appl macbook pro13 mb990xa adapt design appl macbook pro13 magsaf hako 60w magsaf laptop charger appl macbook pro13 mb990xa adapt hako laptop adapt come high qualiti certif compat brand adapt protect protect laptop adapt come warranti hako 60w magsaf laptop charger appl macbook pro13 mb990xa adapt gener brand hako design appl macbook pro13 magsaf sale packag laptop adapt model name appl macbook pro13 magsaf model id 60w magsaf laptop charger appl macbook pro13 mb990xa power power consumpt warranti cover warranti manufactur defect warranti summari year warranti warranti servic type warranti custom need contact seller nearest servic center servic center avail area need courier product seller replac product send courier cover warranti damag cover warranti,                                                                             designed                         apple   macbook                magsafe                                                   laptop   adapter                         name                      apple   macbook                magsafe                         id                         magsafe   laptop   charger      apple   macbook                            power   consumption                                                      covered                            manufacturing   defects                            summary                          year                            service                            claim         customer   needs      contact   seller                   guided         nearest   service   center             service   center         available            area         needs      courier            seller                        send   via   courier                         covered                                  damage            covered         ,designed apple macbook magsafe laptop adapter name apple macbook magsafe id magsafe laptop charger apple macbook power consumption covered manufacturing defect summary year service claim customer need contact seller guided nearest service center service center available area need courier seller send via courier covered damage covered,design appl macbook magsaf laptop adapt name appl macbook magsaf id magsaf laptop charger appl macbook power consumpt cover manufactur defect summari year servic claim custom need contact seller guid nearest servic center servic center avail area need courier seller send via courier cover damag cover
750f964cf8e6a16412aaf2b0d0350d0a.jpg,Baby Care,Baby Bath & Skin,http://www.flipkart.com/3kfactory-baby-shower-cap-purple/p/itmejmzdrerd8wnw?pid=SCPEJMZDRNQEVVNT, 3kfactory   baby   shower   cap     purple ,3kfactory baby shower cap purple,3kfactori babi shower cap purpl, baby   care ,baby care,babi care, baby   bath     skin ,baby bath skin,babi bath skin, 3kfactory ,3kfactory,3kfactori, key         3kfactory   baby   shower   cap     purple   easy   bathing         kids           ensure      shampoo      baby    head   without            soap   getting         eyes easy     comfortable      flexible      use   makes   bath   time   less                  fun         baby          eyes      shampoo      water   helps   get      baby   used                  hair            material           colour     purple                      head               outer   diameter     26cm   inner     head   size     diameter      3kfactory   baby   shower   cap     purple                 light   weight   portable   adjustable   size   manufactured      soft   material       3kfactory   baby   shower   cap     purple            shower   cap     shower   cap   general   traits   shape   round   brand   3kfactory   type   baby   bath   shower   cap   model   name   baby   shower   cap     purple   ideal      baby   girls     baby   boys   model   id       number      shower      per   pack          purple         box       cap ,key 3kfactory baby shower cap purple easy bathing kid ensure shampoo baby head without soap getting eye easy comfortable flexible use make bath time le fun baby eye shampoo water help get baby used hair material colour purple head outer diameter 26cm inner head size diameter 3kfactory baby shower cap purple light weight portable adjustable size manufactured soft material 3kfactory baby shower cap purple shower cap shower cap general trait shape round brand 3kfactory type baby bath shower cap model name baby shower cap purple ideal baby girl baby boy model id number shower per pack purple box cap,key 3kfactori babi shower cap purpl easi bath kid ensur shampoo babi head without soap get eye easi comfort flexibl use make bath time less fun babi eye shampoo water help get babi use hair materi colour purpl head outer diamet 26cm inner head size diamet 3kfactori babi shower cap purpl light weight portabl adjust size manufactur soft materi 3kfactori babi shower cap purpl shower cap shower cap gener trait shape round brand 3kfactori type babi bath shower cap model name babi shower cap purpl ideal babi girl babi boy model id number shower per pack purpl box cap,                                       shower   cap                           shower   cap                      shape                      round                                                                                        baby   bath   shower   cap                         name                      baby   shower   cap     purple                                               baby   girls     baby   boys                         id                                                   shower      per   pack                                                                   purple                          cap   ,shower cap shower cap shape round baby bath shower cap name baby shower cap purple baby girl baby boy id shower per pack purple cap,shower cap shower cap shape round babi bath shower cap name babi shower cap purpl babi girl babi boy id shower per pack purpl cap
49f7763dc9c7ece284a1ae27166f8c6c.jpg,Baby Care,Infant Wear,http://www.flipkart.com/saba-garments-baby-girl-s-gathered-dress/p/itmegwvggtmybjhz?pid=DREEGWVHWR36YPBY, saba   garments   baby   girl    gathered   dress ,saba garment baby girl gathered dress,saba garment babi girl gather dress, baby   care ,baby care,babi care, infant   wear ,infant wear,infant wear, saba   garments ,saba garment,saba garment, key            garments   baby   girl    gathered   dress         pink   party   wear      gown    garments   baby   girl    gathered   dress                      net        net        lining     stone   work                garments   baby   girl    gathered   dress   dimensions   length    full   length   general   details   pattern   solid   ideal      baby   girl    occasion   party   dress   details   sleeve   sleeveless   belt   included   yes   number      contents      sales   package   pack          fabric   satin   type   gathered   fabric   care   wash      similar   colors     use   detergent      colors     additional   details      details   na ,key garment baby girl gathered dress pink party wear gown garment baby girl gathered dress net net lining stone work garment baby girl gathered dress dimension length full length general detail pattern solid ideal baby girl occasion party dress detail sleeve sleeveless belt included yes number content sale package pack fabric satin type gathered fabric care wash similar color use detergent color additional detail detail na,key garment babi girl gather dress pink parti wear gown garment babi girl gather dress net net line stone work garment babi girl gather dress dimens length full length gener detail pattern solid ideal babi girl occas parti dress detail sleev sleeveless belt includ ye number content sale packag pack fabric satin type gather fabric care wash similar color use deterg color addit detail detail na,                                 length                       full   length                      pattern                      solid                                               baby   girl                        occasion                      party                      sleeve                      sleeveless                      belt   included                                                                                 pack                             fabric                      satin                                            gathered                      wash      similar   colors     use   detergent      colors                              details                      na   ,length full length pattern solid baby girl occasion party sleeve sleeveless belt included pack fabric satin gathered wash similar color use detergent color detail na,length full length pattern solid babi girl occas parti sleev sleeveless belt includ pack fabric satin gather wash similar color use deterg color detail na
95feec21a9d076cff084159d61bf9b8e.jpg,Baby Care,Infant Wear,http://www.flipkart.com/upside-down-sleeveless-applique-baby-girl-s-boy-s-jacket/p/itmeenpxtm7j4yfy?pid=JCKEENPXA2PXS6QH, upside      sleeveless   applique   baby   girl      baby   boy    jacket ,upside sleeveless applique baby girl baby boy jacket,upsid sleeveless appliqu babi girl babi boy jacket, baby   care ,baby care,babi care, infant   wear ,infant wear,infant wear, upside    ,upside,upsid,             sleeveless      baby   girl      baby   boy    jacket   general   details   ideal      baby   girl      baby   boy    pattern      jacket   details   fabric      cotton   reversible            closure   buttons   sleeve   sleeveless   lining   cotton   fabric   care      wash         garments     hand   wash         detergent    tumble   dry     dry      shade     additional   details   style   code   light   pink      face   jacket      details   sleeveless         box       jacket ,sleeveless baby girl baby boy jacket general detail ideal baby girl baby boy pattern jacket detail fabric cotton reversible closure button sleeve sleeveless lining cotton fabric care wash garment hand wash detergent tumble dry dry shade additional detail style code light pink face jacket detail sleeveless box jacket,sleeveless babi girl babi boy jacket gener detail ideal babi girl babi boy pattern jacket detail fabric cotton revers closur button sleev sleeveless line cotton fabric care wash garment hand wash deterg tumbl dri dri shade addit detail style code light pink face jacket detail sleeveless box jacket,                                                          baby   girl      baby   boy                        pattern                                            fabric                      poly   cotton                      reversible                                            hooded                                            closure                      buttons                      sleeve                      sleeveless                      lining                      cotton                         wash              hand   wash      mild   detergent    tumble   dry     dry      shade                           style   code                      light   pink      face                            details                      sleeveless                             ,baby girl baby boy pattern fabric poly cotton reversible hooded closure button sleeve sleeveless lining cotton wash hand wash mild detergent tumble dry dry shade style code light pink face detail sleeveless,babi girl babi boy pattern fabric poli cotton revers hood closur button sleev sleeveless line cotton wash hand wash mild deterg tumbl dri dri shade style code light pink face detail sleeveless
f0d5e49c1a5aead18d5ff2e8f611de4e.jpg,Home Furnishing,Living Room Furnishing,http://www.flipkart.com/lushomes-plain-back-cushion/p/itmejs85hm3vc5wx?pid=PLWEJS85EQAHQDSG, lushomes   plain   back   cushion ,lushomes plain back cushion,lushom plain back cushion, home   furnishing ,home furnishing,home furnish, living   room   furnishing ,living room furnishing,live room furnish, lushomes ,lushomes,lushom, key         lushomes   plain   back   cushion   available      various      options      packing   combination      suit   every   decor   need     super   soft      fluffy        stylish   cushions      take            ordinary         extra   ordinary     package   contents         cushions      fancy   buttons   size         inch          inch                     lushomes   plain   back   cushion     pack        brown                           living         cushions      come         buttons        multi tone   fabric   leaves      guest            fantastic   design            home   decor           variety         options      leave                       filled      high   quality         polyester            perfection     available      different   sizes      packing   combinations            homes              vacuum   packed        kindly   get                  bag            direct   air      make               bedroom   look   fabulous             lushomes   plain   back   cushion     pack        brown     general   external   material   velvet   brand   lushomes   type   back   cushion   model   name   fancy   buttons   filling   material   polyester      model   id        pillow   design   cushions      buttons      brown   dimensions   weight          length          width          depth                box   number      contents      sales   package       sales   package       cushions      buttons ,key lushomes plain back cushion available various option packing combination suit every decor need super soft fluffy stylish cushion take ordinary extra ordinary package content cushion fancy button size inch inch lushomes plain back cushion pack brown living cushion come button multi tone fabric leaf guest fantastic design home decor variety option leave filled high quality polyester perfection available different size packing combination home vacuum packed kindly get bag direct air make bedroom look fabulous lushomes plain back cushion pack brown general external material velvet brand lushomes type back cushion model name fancy button filling material polyester model id pillow design cushion button brown dimension weight length width depth box number content sale package sale package cushion button,key lushom plain back cushion avail variou option pack combin suit everi decor need super soft fluffi stylish cushion take ordinari extra ordinari packag content cushion fanci button size inch inch lushom plain back cushion pack brown live cushion come button multi tone fabric leav guest fantast design home decor varieti option leav fill high qualiti polyest perfect avail differ size pack combin home vacuum pack kindli get bag direct air make bedroom look fabul lushom plain back cushion pack brown gener extern materi velvet brand lushom type back cushion model name fanci button fill materi polyest model id pillow design cushion button brown dimens weight length width depth box number content sale packag sale packag cushion button,                                 external                         velvet                                                                                        back   cushion                         name                         buttons                                               polyester   fibre                         id                                              pillow   design                      cushions      buttons                                            brown                      weight                                                length                                                                                                depth                                                                                                                                         cushions      buttons   ,external velvet back cushion name button polyester fibre id pillow design cushion button brown weight length depth cushion button,extern velvet back cushion name button polyest fibr id pillow design cushion button brown weight length depth cushion button
0b8c4bc35aee94af356cb1fd2dfa0219.jpg,Kitchen & Dining,Pressure Cookers & Pans,http://www.flipkart.com/prestige-deluxe-plus-10-l-pressure-cooker/p/itmdyaqzhbqrrpjb?pid=PRCDXZP2ZFHQHUH7, prestige   deluxe   plus          pressure   cooker ,prestige deluxe plus pressure cooker,prestig delux plu pressur cooker, kitchen     dining ,kitchen dining,kitchen dine, pressure   cookers     pans ,pressure cooker pan,pressur cooker pan, prestige ,prestige,prestig,                                                                best   prices                                                 ,best price,best price,                                                                                                                             induction   bottom                                                                  pressure                         lid                         outer   lid                         name                                                                     aluminium                      finish                                            capacity                                                                      silver                      pressure   indicator                                            heat   resistant      cap                                               included                                            base   features                      induction   base                      rubber      included                                            pressure           wall        card                              features                      comfortable        pressure   indicator                              dishwasher   safe                         ,induction bottom pressure lid outer lid name aluminium finish capacity silver pressure indicator heat resistant cap included base feature induction base rubber included pressure wall card feature comfortable pressure indicator dishwasher safe,induct bottom pressur lid outer lid name aluminium finish capac silver pressur indic heat resist cap includ base featur induct base rubber includ pressur wall card featur comfort pressur indic dishwash safe
e6b483fce5fd910afda67d97dc04e775.jpg,Home Furnishing,Bed Linen,http://www.flipkart.com/bed-bath-cotton-floral-double-bedsheet/p/itme7wq3e9xuqzz7?pid=BDSE7WQ37UVSX7SK, bed     bath   cotton   floral   double   bedsheet ,bed bath cotton floral double bedsheet,bed bath cotton floral doubl bedsheet, home   furnishing ,home furnishing,home furnish, bed   linen ,bed linen,bed linen, bed     bath ,bed bath,bed bath, bed     bath   cotton   floral   double   bedsheet         bedsheet         pillow   covers     purple     green     beige                        quality            comfortable            series     lovely   prints      pure   cotton         surely               room      summer      quality            comfortable            series     lovely   prints      pure   cotton         surely               room      summer ,bed bath cotton floral double bedsheet bedsheet pillow cover purple green beige quality comfortable series lovely print pure cotton surely room summer quality comfortable series lovely print pure cotton surely room summer,bed bath cotton floral doubl bedsheet bedsheet pillow cover purpl green beig qualiti comfort seri love print pure cotton sure room summer qualiti comfort seri love print pure cotton sure room summer,                                 machine   washable                                                                  bed      bath                                            flat                         name                                                                  cotton                      thread   count                                                                      girls                         id                                                  fabric   care                      machine   wash           bleach     natural   dry                              size                      double                                            purple     green     beige                      flat   sheet                             inch                               fitted   sheet                                                   pillow   cover                             inch                               pillow   cover   length                          inch                               fitted   sheet   depth                                                fitted   sheet   length                                                flat   sheet   depth                                                flat   sheet   length                          inch                                                                                                                        bedsheet         pillow   covers   ,machine washable bed bath flat name cotton thread count girl id fabric care machine wash bleach natural dry size double purple green beige flat sheet inch fitted sheet pillow cover inch pillow cover length inch fitted sheet depth fitted sheet length flat sheet depth flat sheet length inch bedsheet pillow cover,machin washabl bed bath flat name cotton thread count girl id fabric care machin wash bleach natur dri size doubl purpl green beig flat sheet inch fit sheet pillow cover inch pillow cover length inch fit sheet depth fit sheet length flat sheet depth flat sheet length inch bedsheet pillow cover
7cb1ea7b2257aeeeba701a8f6e3e0127.jpg,Kitchen & Dining,Containers & Bottles,http://www.flipkart.com/milton-opaque-series-630-ml-water-bottle/p/itme652mbhe6fhqh?pid=WBTE6NV5KGNNHHUZ, milton   opaque   series       ml   water   bottle ,milton opaque series ml water bottle,milton opaqu seri ml water bottl, kitchen     dining ,kitchen dining,kitchen dine, containers     bottles ,container bottle,contain bottl,,,,                series       ml   water   bottle                                                                      ,series ml water bottle,seri ml water bottl,                                 series                      opaque   series                         name                                                   cap                                                  water   bottle   capacity                          ml                      water   bottle   ,series opaque series name cap water bottle capacity ml water bottle,seri opaqu seri name cap water bottl capac ml water bottl
